path	transcript	t1	t2
ordS72-11as	вот / *П а он говорит / *П ну ладно / *П а какие могут быть дела ?	137.31	141.048
ordS72-11as	и чего(:) ?	220.746	221.698
ordS72-11as	и Вадик% такой / *П а чего ?	232.36	234.813
ordS72-11as	угу // н ?	242.113	242.76
ordS72-11as	и ты поехала ?	305.909	306.837
ordS72-11as	и что ты думаешь ?	326.85699999999997	327.733
ordS72-11as	и что вы делали ?	336.687	337.579
ordS72-11as	да что мы делали ?	339.02	340.109
ordS72-11as	ну Егор% же был / (...) зачинщик ?	399.172	401.62
ordS72-11as	я потом Егору% говорю / ты вообще / ты знаешь Вадика% (...) с рождения / я говорю зачем ты это сказал ?	402.551	408.3
ordS72-11as	у / какой он ... *П а он () младше старше ?	413.58	415.78499999999997
ordS72-23	как дела? //	12.530	13.220
ordS72-23	номально / у тебя как ?	13.500	14.670
ordS72-23	светленький странненький да ? # да-да-да	24.530	26.690
ordS72-23	что у него *Н ? //	27.960	28.960
ordS72-23	сказал Екатерины% Сергеевны% нету ? / я говорю / нету //	38.230	41.420
ordS72-23	тебе не холодно так ? //	56.370	57.864
ordS72-23	так ? нет //	59.070	59.796
ordS72-23	ну и как? // # вроде по размеру //	71.46000000000001	72.972
ordS72-23	ты так и не снимаешь этот ? //	94.74000000000001	96.138
ordS72-23	ночью ты снимала нет ? // # да / ночью не надо //	98.45	100.968
ordS72-23	ты с ней созвонилась что ли ? // # да //	102.282	104.68
ordS72-23	чего ? //	131.64	132.288
ordS72-23	Алек% на тебя наехал ? // @ я его бужу //	132.98	134.27
ordS72-23	что это он? //	135.198	135.81
ordS72-23	и он такой / а-а вот там кто то меня посмотрел / сказал что может это трещина *П а может типа почки отбили / ну я фиг знает / я говорю / а ты ко врачу / типа / ходил ? // # угу //	177.912	188.73
ordS72-23	а / ну и чего ? //	222.252	223.19400000000002
ordS72-23	ну и я говорю типа / *П / ты в детском лагере / там всегда есть врач / *П / я говорю / ты к нему ходил ? //	224.232	230.016
ordS72-23	и я как давай орать / говорю / ты вообще в своем уме ? //	233.994	236.84
ordS72-23	я думаю / это уже маразм какой то понимаешь / я уже не знаю как на это реагировать / уже я сама / даже не знаю что / какой... я говорю / за что прощения то попросить ? //	355.308	365.022
ordS72-23	чего ты там начинала ? //	522.36	523.608
ordS72-23	что вы хотели узнать ? //	555.41	556.602
ordS72-23	факультет какой ?	587.4	588.576
ordS72-23	сейчас / когда вы смотрели очередь свою ?	594.0	596.48
ordS72-23	В принципе (э-э) давай те я вам(:) сейчас я посмотрю и перезвоню хорошо ?	614.364	619.2
ordS72-23	что она хочет ?	623.394	624.24
ordS72-23	а что если я представлюсь вы поймете о чем я ? //	634.308	637.1
ordS72-23	чего / *П  хамло то ? //	645.186	646.53
ordS72-23	а он у тебя что в лагере делает ? //	664.224	665.976
ordS72-23	ну / у них есть про.. у ... у ... у роснано / *П знаешь ? //	672.43	676.296
ordS72-23	а что он делает ночью ? //	729.94	731.172
ordS72-23	у них сегодня защита ... / ну там короче / *П в... в чем суть то / дети(:) занимаются(:) *П / конечно не наукой *П / ну около // @ ну проекты какие то что ли ? // @ да / они делают проекты / и типа вчера был последний день ... // # а-а //	731.86	743.32
ordS72-23	что / она себя не нашла ? //	761.694	762.78
ordS72-23	не / ну как с этими мужиками разговаривать // @ на договоре учится / слушай / *П ужас // @ и чего ?	775.788	780.04
ordS72-23	ты меня не любишь больше // # и чем у вас разговор закончился ? //	803.77	807.6
ordS72-23	ну ВУНК это все общаги на ваське / в которую вас распределят / я пока что не знаю / вы будете в это время в(:) Петербурге ? //	864.432	871.02
ordS72-23	это Ганова% ? //	949.24	950.022
ordS72-23	о / может ты перепишешь другой ? # на восемьсот один у нее заканчивается ? //	954.4	958.13
ordS72-23	готова записывать ? // # да // # восемь / девятьсот одиннадцать / *П // # угу / *П // #  восемьсот десять / *П // # угу // # сорок два / восемь три //	963.83	970.98
ordS72-23	ну я его так не воспитывала / я не знаю ничего ! // @ ага / а кто его воспитывал? // @ ну да / так ... так она и второго не воспитывала / откуда то все взялось //	1020.13	1030.536
ordS72-23	*Н в носочках? //	1037.39	1038.852
ordS72-23	по моему они выглядят примерно также // @ ну да // @ интересно зачем такие огромные коробки для двух маленьких пар чулочков чулочков // # это два ?  / я думала там уже ... //	1059.816	1067.27
ordS72-23	ну как твои пчелочки ? //	1081.15	1082.75
ordS72-23	а у тебя они ссобой ? //	1085.382	1086.624
ordS72-23	нет ? //	1087.85	1088.556
ordS72-23	ты что сегодня ничего не будешь мастерить ? //	1091.436	1093.67
ordS72-23	а что ты взяла ? расскажи мне //	1096.19	1098.52
ordS79-13	разве я могу вытащить ?	02.999	04.220
